,Media Source,Compound,Positive,Negative,Neutral,Date,Tweets Ago,Tweet
128,CBS,0.0,0.0,1.0,0.0,Mon Mar 26 20:42:48 +0000 2018,29,"RT @ACMawards: In case you didn’t know, the ACM for New Male Vocalist of the Year goes to @BrettYoungMusic. Check out his reaction when @Re…"
129,CBS,0.7959,0.214,0.786,0.0,Mon Mar 26 16:59:19 +0000 2018,30,RT @ACMawards: Over the weekend @Reba called the ACM New Artist of the Year winners to let them know they had won! Let’s just say our New F…
130,CBS,0.807,0.378,0.622,0.0,Mon Mar 26 16:05:18 +0000 2018,31,"Congratulations to the 53rd #ACMawards New Artist winners @Lauren_Alaina, @MidlandOfficial, and @BrettYoungMusic! W… https://t.co/Fr8H4arwGj"
131,CBS,0.0,0.0,1.0,0.0,Sun Mar 25 23:57:34 +0000 2018,32,New start times in East/Central Time Zones #60Minutes 7:35ET/6:35CT #Instinct  8:35ET/7:35CT #NCISLA 9:35ET/8:35CT… https://t.co/8W5hAeLrvs
132,CBS,0.5319,0.157,0.78,0.062,Sun Mar 25 17:15:25 +0000 2018,33,Don’t miss a minute of the action. Stream the Elite Eight® games LIVE today starting at 2PM ET with a FREE trial of… https://t.co/8NwU8HdiHR
133,CBS,0.5399,0.199,0.801,0.0,Sat Mar 24 22:46:53 +0000 2018,34,RT @MomCBS: That's a wrap on the #Mom panel at #PaleyFest! Thanks for following along! https://t.co/we4JgqPt6P
134,CBS,-0.34,0.115,0.7,0.185,Sat Mar 24 22:46:43 +0000 2018,35,RT @MomCBS: A fan just commented that #Mom helped bring him out of a deep depression. 💜💜💜 #PaleyFest
135,CBS,0.7003,0.209,0.791,0.0,Sat Mar 24 22:25:03 +0000 2018,36,"RT @MomCBS: ""Go out for it anyway. If you're good for the role, you're good for the role."" @theJaimePressly's advice for aspiring actors wi…"
136,CBS,0.0,0.0,1.0,0.0,Sat Mar 24 22:21:37 +0000 2018,37,RT @MomCBS: Mom Co-Creator @GemmaRBaker just pointed out her own #Mom in the audience at #PaleyFest! 💜
137,CBS,0.0,0.0,1.0,0.0,Sat Mar 24 22:21:34 +0000 2018,38,"RT @MomCBS: ""I'm not someone in recovery who goes to AA, but I have taken so much away from it...to take one day at a time."" - @theJaimePre…"
138,CBS,0.7184,0.333,0.667,0.0,Sat Mar 24 22:21:26 +0000 2018,39,"RT @MomCBS: ""You get to appreciate working with such talented people."" - @AnnaKFaris #Mom #PaleyFest"
139,CBS,0.9451,0.42,0.58,0.0,Sat Mar 24 22:21:23 +0000 2018,40,RT @MomCBS: “I love this job. I love working with these women. I love working in front of the live audience… It’s alive and it’s fun.” - @A…
140,CBS,0.0,0.0,1.0,0.0,Sat Mar 31 18:00:00 +0000 2018,41,"“If you don’t do something about it, then who are you? … It can happen to anyone.” - @aplusk 

Tonight at 10/9c, a… https://t.co/EQabNc1UZI"
141,CBS,0.4199,0.113,0.887,0.0,Sat Mar 31 15:30:00 +0000 2018,42,Give it up for @KelseaBallerini! This star is one of the Female Vocalist Of The Year nominees and she's ready to ta… https://t.co/wLyHwkEGs2
142,CBS,0.4926,0.127,0.873,0.0,Fri Mar 30 16:50:00 +0000 2018,43,Take and post a photo of the woman in your life who inspires you! The photo should only have one person against a n… https://t.co/BHdxXlWfKP
143,CBS,0.0,0.0,1.0,0.0,Thu Mar 29 17:32:40 +0000 2018,44,"Expect epic performances by @kanebrown , @kelly_clarkson, @OfficialJackson, and more at this year's 53rd #ACMawards… https://t.co/3yso7Z0cjv"
144,CBS,0.0,0.0,1.0,0.0,Thu Mar 29 17:30:02 +0000 2018,45,"Will @HIGHVALLEY, @LancoMusic, @LOCASHmusic, @MidlandOfficial, or @runawayjune be named New Vocal Duo Or Group Of T… https://t.co/v0QIPLC47R"
145,CBS,0.3818,0.212,0.68,0.108,Tue Mar 27 21:00:01 +0000 2018,46,Count on Entertainer Of The Year nominee @LukeBryanOnline to crash the party with an epic performance at the 53rd… https://t.co/27ua60HTqu
146,CBS,0.296,0.099,0.901,0.0,Tue Mar 27 17:00:00 +0000 2018,47,Join @eltonofficial and some of today's hottest names in music when they take the stage to perform his most memorab… https://t.co/jz0jaShZIj
147,CBS,0.508,0.12,0.88,0.0,Mon Mar 26 22:14:25 +0000 2018,48,"RT @ACMawards: The ACM for New Vocal Group of the Year goes to @MidlandOfficial! And yes, that really was @Reba on the phone! #ACMawards ht…"
148,CBS,0.0,0.0,1.0,0.0,Mon Mar 26 20:42:48 +0000 2018,49,"RT @ACMawards: In case you didn’t know, the ACM for New Male Vocalist of the Year goes to @BrettYoungMusic. Check out his reaction when @Re…"
149,CBS,0.7959,0.214,0.786,0.0,Mon Mar 26 16:59:19 +0000 2018,50,RT @ACMawards: Over the weekend @Reba called the ACM New Artist of the Year winners to let them know they had won! Let’s just say our New F…
150,CBS,0.807,0.378,0.622,0.0,Mon Mar 26 16:05:18 +0000 2018,51,"Congratulations to the 53rd #ACMawards New Artist winners @Lauren_Alaina, @MidlandOfficial, and @BrettYoungMusic! W… https://t.co/Fr8H4arwGj"
151,CBS,0.0,0.0,1.0,0.0,Sun Mar 25 23:57:34 +0000 2018,52,New start times in East/Central Time Zones #60Minutes 7:35ET/6:35CT #Instinct  8:35ET/7:35CT #NCISLA 9:35ET/8:35CT… https://t.co/8W5hAeLrvs
152,CBS,0.5319,0.157,0.78,0.062,Sun Mar 25 17:15:25 +0000 2018,53,Don’t miss a minute of the action. Stream the Elite Eight® games LIVE today starting at 2PM ET with a FREE trial of… https://t.co/8NwU8HdiHR
153,CBS,0.5399,0.199,0.801,0.0,Sat Mar 24 22:46:53 +0000 2018,54,RT @MomCBS: That's a wrap on the #Mom panel at #PaleyFest! Thanks for following along! https://t.co/we4JgqPt6P
154,CBS,-0.34,0.115,0.7,0.185,Sat Mar 24 22:46:43 +0000 2018,55,RT @MomCBS: A fan just commented that #Mom helped bring him out of a deep depression. 💜💜💜 #PaleyFest
155,CBS,0.7003,0.209,0.791,0.0,Sat Mar 24 22:25:03 +0000 2018,56,"RT @MomCBS: ""Go out for it anyway. If you're good for the role, you're good for the role."" @theJaimePressly's advice for aspiring actors wi…"
156,CBS,0.0,0.0,1.0,0.0,Sat Mar 24 22:21:37 +0000 2018,57,RT @MomCBS: Mom Co-Creator @GemmaRBaker just pointed out her own #Mom in the audience at #PaleyFest! 💜
157,CBS,0.0,0.0,1.0,0.0,Sat Mar 24 22:21:34 +0000 2018,58,"RT @MomCBS: ""I'm not someone in recovery who goes to AA, but I have taken so much away from it...to take one day at a time."" - @theJaimePre…"
158,CBS,0.7184,0.333,0.667,0.0,Sat Mar 24 22:21:26 +0000 2018,59,"RT @MomCBS: ""You get to appreciate working with such talented people."" - @AnnaKFaris #Mom #PaleyFest"
159,CBS,0.9451,0.42,0.58,0.0,Sat Mar 24 22:21:23 +0000 2018,60,RT @MomCBS: “I love this job. I love working with these women. I love working in front of the live audience… It’s alive and it’s fun.” - @A…
160,CBS,0.0,0.0,1.0,0.0,Sat Mar 31 18:00:00 +0000 2018,61,"“If you don’t do something about it, then who are you? … It can happen to anyone.” - @aplusk 

Tonight at 10/9c, a… https://t.co/EQabNc1UZI"
161,CBS,0.4199,0.113,0.887,0.0,Sat Mar 31 15:30:00 +0000 2018,62,Give it up for @KelseaBallerini! This star is one of the Female Vocalist Of The Year nominees and she's ready to ta… https://t.co/wLyHwkEGs2
162,CBS,0.4926,0.127,0.873,0.0,Fri Mar 30 16:50:00 +0000 2018,63,Take and post a photo of the woman in your life who inspires you! The photo should only have one person against a n… https://t.co/BHdxXlWfKP
163,CBS,0.0,0.0,1.0,0.0,Thu Mar 29 17:32:40 +0000 2018,64,"Expect epic performances by @kanebrown , @kelly_clarkson, @OfficialJackson, and more at this year's 53rd #ACMawards… https://t.co/3yso7Z0cjv"
164,CBS,0.0,0.0,1.0,0.0,Thu Mar 29 17:30:02 +0000 2018,65,"Will @HIGHVALLEY, @LancoMusic, @LOCASHmusic, @MidlandOfficial, or @runawayjune be named New Vocal Duo Or Group Of T… https://t.co/v0QIPLC47R"
165,CBS,0.3818,0.212,0.68,0.108,Tue Mar 27 21:00:01 +0000 2018,66,Count on Entertainer Of The Year nominee @LukeBryanOnline to crash the party with an epic performance at the 53rd… https://t.co/27ua60HTqu
166,CBS,0.296,0.099,0.901,0.0,Tue Mar 27 17:00:00 +0000 2018,67,Join @eltonofficial and some of today's hottest names in music when they take the stage to perform his most memorab… https://t.co/jz0jaShZIj
167,CBS,0.508,0.12,0.88,0.0,Mon Mar 26 22:14:25 +0000 2018,68,"RT @ACMawards: The ACM for New Vocal Group of the Year goes to @MidlandOfficial! And yes, that really was @Reba on the phone! #ACMawards ht…"
168,CBS,0.0,0.0,1.0,0.0,Mon Mar 26 20:42:48 +0000 2018,69,"RT @ACMawards: In case you didn’t know, the ACM for New Male Vocalist of the Year goes to @BrettYoungMusic. Check out his reaction when @Re…"
169,CBS,0.7959,0.214,0.786,0.0,Mon Mar 26 16:59:19 +0000 2018,70,RT @ACMawards: Over the weekend @Reba called the ACM New Artist of the Year winners to let them know they had won! Let’s just say our New F…
170,CBS,0.807,0.378,0.622,0.0,Mon Mar 26 16:05:18 +0000 2018,71,"Congratulations to the 53rd #ACMawards New Artist winners @Lauren_Alaina, @MidlandOfficial, and @BrettYoungMusic! W… https://t.co/Fr8H4arwGj"
171,CBS,0.0,0.0,1.0,0.0,Sun Mar 25 23:57:34 +0000 2018,72,New start times in East/Central Time Zones #60Minutes 7:35ET/6:35CT #Instinct  8:35ET/7:35CT #NCISLA 9:35ET/8:35CT… https://t.co/8W5hAeLrvs
172,CBS,0.5319,0.157,0.78,0.062,Sun Mar 25 17:15:25 +0000 2018,73,Don’t miss a minute of the action. Stream the Elite Eight® games LIVE today starting at 2PM ET with a FREE trial of… https://t.co/8NwU8HdiHR
173,CBS,0.5399,0.199,0.801,0.0,Sat Mar 24 22:46:53 +0000 2018,74,RT @MomCBS: That's a wrap on the #Mom panel at #PaleyFest! Thanks for following along! https://t.co/we4JgqPt6P
174,CBS,-0.34,0.115,0.7,0.185,Sat Mar 24 22:46:43 +0000 2018,75,RT @MomCBS: A fan just commented that #Mom helped bring him out of a deep depression. 💜💜💜 #PaleyFest
175,CBS,0.7003,0.209,0.791,0.0,Sat Mar 24 22:25:03 +0000 2018,76,"RT @MomCBS: ""Go out for it anyway. If you're good for the role, you're good for the role."" @theJaimePressly's advice for aspiring actors wi…"
176,CBS,0.0,0.0,1.0,0.0,Sat Mar 24 22:21:37 +0000 2018,77,RT @MomCBS: Mom Co-Creator @GemmaRBaker just pointed out her own #Mom in the audience at #PaleyFest! 💜
177,CBS,0.0,0.0,1.0,0.0,Sat Mar 24 22:21:34 +0000 2018,78,"RT @MomCBS: ""I'm not someone in recovery who goes to AA, but I have taken so much away from it...to take one day at a time."" - @theJaimePre…"
178,CBS,0.7184,0.333,0.667,0.0,Sat Mar 24 22:21:26 +0000 2018,79,"RT @MomCBS: ""You get to appreciate working with such talented people."" - @AnnaKFaris #Mom #PaleyFest"
179,CBS,0.9451,0.42,0.58,0.0,Sat Mar 24 22:21:23 +0000 2018,80,RT @MomCBS: “I love this job. I love working with these women. I love working in front of the live audience… It’s alive and it’s fun.” - @A…
180,CBS,0.0,0.0,1.0,0.0,Sat Mar 31 18:00:00 +0000 2018,81,"“If you don’t do something about it, then who are you? … It can happen to anyone.” - @aplusk 

Tonight at 10/9c, a… https://t.co/EQabNc1UZI"
181,CBS,0.4199,0.113,0.887,0.0,Sat Mar 31 15:30:00 +0000 2018,82,Give it up for @KelseaBallerini! This star is one of the Female Vocalist Of The Year nominees and she's ready to ta… https://t.co/wLyHwkEGs2
182,CBS,0.4926,0.127,0.873,0.0,Fri Mar 30 16:50:00 +0000 2018,83,Take and post a photo of the woman in your life who inspires you! The photo should only have one person against a n… https://t.co/BHdxXlWfKP
183,CBS,0.0,0.0,1.0,0.0,Thu Mar 29 17:32:40 +0000 2018,84,"Expect epic performances by @kanebrown , @kelly_clarkson, @OfficialJackson, and more at this year's 53rd #ACMawards… https://t.co/3yso7Z0cjv"
184,CBS,0.0,0.0,1.0,0.0,Thu Mar 29 17:30:02 +0000 2018,85,"Will @HIGHVALLEY, @LancoMusic, @LOCASHmusic, @MidlandOfficial, or @runawayjune be named New Vocal Duo Or Group Of T… https://t.co/v0QIPLC47R"
185,CBS,0.3818,0.212,0.68,0.108,Tue Mar 27 21:00:01 +0000 2018,86,Count on Entertainer Of The Year nominee @LukeBryanOnline to crash the party with an epic performance at the 53rd… https://t.co/27ua60HTqu
186,CBS,0.296,0.099,0.901,0.0,Tue Mar 27 17:00:00 +0000 2018,87,Join @eltonofficial and some of today's hottest names in music when they take the stage to perform his most memorab… https://t.co/jz0jaShZIj
187,CBS,0.508,0.12,0.88,0.0,Mon Mar 26 22:14:25 +0000 2018,88,"RT @ACMawards: The ACM for New Vocal Group of the Year goes to @MidlandOfficial! And yes, that really was @Reba on the phone! #ACMawards ht…"
188,CBS,0.0,0.0,1.0,0.0,Mon Mar 26 20:42:48 +0000 2018,89,"RT @ACMawards: In case you didn’t know, the ACM for New Male Vocalist of the Year goes to @BrettYoungMusic. Check out his reaction when @Re…"
189,CBS,0.7959,0.214,0.786,0.0,Mon Mar 26 16:59:19 +0000 2018,90,RT @ACMawards: Over the weekend @Reba called the ACM New Artist of the Year winners to let them know they had won! Let’s just say our New F…
190,CBS,0.807,0.378,0.622,0.0,Mon Mar 26 16:05:18 +0000 2018,91,"Congratulations to the 53rd #ACMawards New Artist winners @Lauren_Alaina, @MidlandOfficial, and @BrettYoungMusic! W… https://t.co/Fr8H4arwGj"
191,CBS,0.0,0.0,1.0,0.0,Sun Mar 25 23:57:34 +0000 2018,92,New start times in East/Central Time Zones #60Minutes 7:35ET/6:35CT #Instinct  8:35ET/7:35CT #NCISLA 9:35ET/8:35CT… https://t.co/8W5hAeLrvs
192,CBS,0.5319,0.157,0.78,0.062,Sun Mar 25 17:15:25 +0000 2018,93,Don’t miss a minute of the action. Stream the Elite Eight® games LIVE today starting at 2PM ET with a FREE trial of… https://t.co/8NwU8HdiHR
193,CBS,0.5399,0.199,0.801,0.0,Sat Mar 24 22:46:53 +0000 2018,94,RT @MomCBS: That's a wrap on the #Mom panel at #PaleyFest! Thanks for following along! https://t.co/we4JgqPt6P
194,CBS,-0.34,0.115,0.7,0.185,Sat Mar 24 22:46:43 +0000 2018,95,RT @MomCBS: A fan just commented that #Mom helped bring him out of a deep depression. 💜💜💜 #PaleyFest
195,CBS,0.7003,0.209,0.791,0.0,Sat Mar 24 22:25:03 +0000 2018,96,"RT @MomCBS: ""Go out for it anyway. If you're good for the role, you're good for the role."" @theJaimePressly's advice for aspiring actors wi…"
196,CBS,0.0,0.0,1.0,0.0,Sat Mar 24 22:21:37 +0000 2018,97,RT @MomCBS: Mom Co-Creator @GemmaRBaker just pointed out her own #Mom in the audience at #PaleyFest! 💜
197,CBS,0.0,0.0,1.0,0.0,Sat Mar 24 22:21:34 +0000 2018,98,"RT @MomCBS: ""I'm not someone in recovery who goes to AA, but I have taken so much away from it...to take one day at a time."" - @theJaimePre…"
198,CBS,0.7184,0.333,0.667,0.0,Sat Mar 24 22:21:26 +0000 2018,99,"RT @MomCBS: ""You get to appreciate working with such talented people."" - @AnnaKFaris #Mom #PaleyFest"
199,CBS,0.9451,0.42,0.58,0.0,Sat Mar 24 22:21:23 +0000 2018,100,RT @MomCBS: “I love this job. I love working with these women. I love working in front of the live audience… It’s alive and it’s fun.” - @A…
200,CNN,0.3818,0.217,0.669,0.114,Sun Apr 01 14:00:11 +0000 2018,1,"""We're just scared of the water..."" Welcome to Martin County, Kentucky, where the tap water smells like diesel fuel… https://t.co/Rk85an10QM"
201,CNN,-0.3612,0.0,0.884,0.116,Sun Apr 01 13:46:28 +0000 2018,2,"The way that some ""political employees have behaved"" has led to a ""difficult environment,"" at the VA, says former S… https://t.co/HMOt6vMyCH"
202,CNN,0.7964,0.336,0.664,0.0,Sun Apr 01 13:35:48 +0000 2018,3,"""The President is committed to improving the care for veterans,"" says former Secretary of Veteran Affairs, David Sh… https://t.co/S2OgBIhJQ2"
203,CNN,-0.1779,0.0,0.922,0.078,Sun Apr 01 13:30:10 +0000 2018,4,"It took Baton Rouge police Officer Salamoni Blane less than 90 seconds to shoot Alton Sterling, but police took nea… https://t.co/5ggcasemxU"
204,CNN,0.0,0.0,1.0,0.0,Sun Apr 01 13:16:29 +0000 2018,5,"""Right now in this country there are millions of people who are working 2 or 3 jobs because wages are much too low,… https://t.co/CkfNE6w5iT"
205,CNN,-0.8979,0.0,0.558,0.442,Sun Apr 01 13:09:17 +0000 2018,6,"""Israel overreacted ... Gaza is a disaster right now,"" says Sen. Bernie Sanders after violent clashes leave at leas… https://t.co/wN0qW5yOxl"
206,CNN,0.7717,0.295,0.705,0.0,Sun Apr 01 13:00:01 +0000 2018,7,"Here's how Michael Brown celebrated his acceptance to Stanford. The 17-year-old from Houston, Texas, applied to 20… https://t.co/Jrgj3NDOkx"
207,CNN,-0.4019,0.0,0.863,0.137,Sun Apr 01 12:30:14 +0000 2018,8,The Utah Jazz's home arena has a sensory-inclusive space for fans with autism spectrum disorder and other intellect… https://t.co/bcHNMnefJk
208,CNN,0.2023,0.096,0.904,0.0,Sun Apr 01 12:00:05 +0000 2018,9,Jim Carrey has been trolling Trump and the GOP with paintings. Here are the top 11 https://t.co/7xLNoIOiII https://t.co/UMKJ3muspz
209,CNN,-0.5859,0.0,0.787,0.213,Sun Apr 01 11:30:08 +0000 2018,10,President Donald Trump has issued a proclamation designating April as National Sexual Assault Awareness month… https://t.co/EeVc2fo5vE
210,CNN,-0.4019,0.0,0.886,0.114,Sun Apr 01 11:00:18 +0000 2018,11,"If you stand inside the world's quietest room for long enough, you start to hear your heartbeat. Then you lose your… https://t.co/kOnAF6dzMV"
211,CNN,0.6369,0.318,0.682,0.0,Sun Apr 01 10:30:12 +0000 2018,12,The best travel photos of 2018 (so far) https://t.co/kZ3Ir31tE3 https://t.co/jA2OFtfjGd
212,CNN,0.6808,0.219,0.781,0.0,Sun Apr 01 10:00:20 +0000 2018,13,This 17-year-old applied to 20 of the best universities in the US and was admitted to every single one with a full… https://t.co/GcYR1wmcd9
213,CNN,0.0,0.0,1.0,0.0,Sun Apr 01 09:30:00 +0000 2018,14,He’s an algebra teacher in Oklahoma. And a bus driver. And a Little League umpire. And he drives for Uber and Lyft.… https://t.co/qNMHqig7Cr
214,CNN,0.3818,0.217,0.669,0.114,Sun Apr 01 09:00:15 +0000 2018,15,"""We're just scared of the water..."" Welcome to Martin County, Kentucky, where the tap water smells like diesel fuel… https://t.co/vEdnJ6rhjK"
215,CNN,0.2263,0.087,0.913,0.0,Sun Apr 01 08:30:13 +0000 2018,16,"Is this one of JFK's most famous speeches? On June 11, 1963, President Kennedy surprised his staff by deciding the… https://t.co/Ral282RPPS"
216,CNN,-0.2023,0.0,0.913,0.087,Sun Apr 01 08:01:07 +0000 2018,17,"Here are some of iOS 11.3's features you should know about:
- You can turn off the controversial iPhone-slowing fea… https://t.co/ZbvCRnZyAf"
217,CNN,0.4404,0.153,0.847,0.0,Sun Apr 01 07:30:08 +0000 2018,18,Apple is proposing 13 new emojis in an effort to better represent people with disabilities https://t.co/QZmStkDBM8 https://t.co/mFjc5XqS3f
218,CNN,0.0,0.0,1.0,0.0,Sun Apr 01 07:02:42 +0000 2018,19,A rare look inside North Korean leader Kim Jong Un's armored train https://t.co/dQQUkRRF4N https://t.co/ijlQ1oaHe9
219,CNN,0.2732,0.1,0.9,0.0,Sun Apr 01 06:30:00 +0000 2018,20,"Former President Barack Obama says he aspires to create ""a million young Barack Obamas or Michelle Obamas"" who will… https://t.co/cYYt0bF64H"
220,CNN,0.3818,0.217,0.669,0.114,Sun Apr 01 14:00:11 +0000 2018,21,"""We're just scared of the water..."" Welcome to Martin County, Kentucky, where the tap water smells like diesel fuel… https://t.co/Rk85an10QM"
221,CNN,-0.3612,0.0,0.884,0.116,Sun Apr 01 13:46:28 +0000 2018,22,"The way that some ""political employees have behaved"" has led to a ""difficult environment,"" at the VA, says former S… https://t.co/HMOt6vMyCH"
222,CNN,0.7964,0.336,0.664,0.0,Sun Apr 01 13:35:48 +0000 2018,23,"""The President is committed to improving the care for veterans,"" says former Secretary of Veteran Affairs, David Sh… https://t.co/S2OgBIhJQ2"
223,CNN,-0.1779,0.0,0.922,0.078,Sun Apr 01 13:30:10 +0000 2018,24,"It took Baton Rouge police Officer Salamoni Blane less than 90 seconds to shoot Alton Sterling, but police took nea… https://t.co/5ggcasemxU"
224,CNN,0.0,0.0,1.0,0.0,Sun Apr 01 13:16:29 +0000 2018,25,"""Right now in this country there are millions of people who are working 2 or 3 jobs because wages are much too low,… https://t.co/CkfNE6w5iT"
225,CNN,-0.8979,0.0,0.558,0.442,Sun Apr 01 13:09:17 +0000 2018,26,"""Israel overreacted ... Gaza is a disaster right now,"" says Sen. Bernie Sanders after violent clashes leave at leas… https://t.co/wN0qW5yOxl"
226,CNN,0.7717,0.295,0.705,0.0,Sun Apr 01 13:00:01 +0000 2018,27,"Here's how Michael Brown celebrated his acceptance to Stanford. The 17-year-old from Houston, Texas, applied to 20… https://t.co/Jrgj3NDOkx"
227,CNN,-0.4019,0.0,0.863,0.137,Sun Apr 01 12:30:14 +0000 2018,28,The Utah Jazz's home arena has a sensory-inclusive space for fans with autism spectrum disorder and other intellect… https://t.co/bcHNMnefJk
228,CNN,0.2023,0.096,0.904,0.0,Sun Apr 01 12:00:05 +0000 2018,29,Jim Carrey has been trolling Trump and the GOP with paintings. Here are the top 11 https://t.co/7xLNoIOiII https://t.co/UMKJ3muspz
229,CNN,-0.5859,0.0,0.787,0.213,Sun Apr 01 11:30:08 +0000 2018,30,President Donald Trump has issued a proclamation designating April as National Sexual Assault Awareness month… https://t.co/EeVc2fo5vE
230,CNN,-0.4019,0.0,0.886,0.114,Sun Apr 01 11:00:18 +0000 2018,31,"If you stand inside the world's quietest room for long enough, you start to hear your heartbeat. Then you lose your… https://t.co/kOnAF6dzMV"
231,CNN,0.6369,0.318,0.682,0.0,Sun Apr 01 10:30:12 +0000 2018,32,The best travel photos of 2018 (so far) https://t.co/kZ3Ir31tE3 https://t.co/jA2OFtfjGd
232,CNN,0.6808,0.219,0.781,0.0,Sun Apr 01 10:00:20 +0000 2018,33,This 17-year-old applied to 20 of the best universities in the US and was admitted to every single one with a full… https://t.co/GcYR1wmcd9
233,CNN,0.0,0.0,1.0,0.0,Sun Apr 01 09:30:00 +0000 2018,34,He’s an algebra teacher in Oklahoma. And a bus driver. And a Little League umpire. And he drives for Uber and Lyft.… https://t.co/qNMHqig7Cr
234,CNN,0.3818,0.217,0.669,0.114,Sun Apr 01 09:00:15 +0000 2018,35,"""We're just scared of the water..."" Welcome to Martin County, Kentucky, where the tap water smells like diesel fuel… https://t.co/vEdnJ6rhjK"
235,CNN,0.2263,0.087,0.913,0.0,Sun Apr 01 08:30:13 +0000 2018,36,"Is this one of JFK's most famous speeches? On June 11, 1963, President Kennedy surprised his staff by deciding the… https://t.co/Ral282RPPS"
236,CNN,-0.2023,0.0,0.913,0.087,Sun Apr 01 08:01:07 +0000 2018,37,"Here are some of iOS 11.3's features you should know about:
- You can turn off the controversial iPhone-slowing fea… https://t.co/ZbvCRnZyAf"
237,CNN,0.4404,0.153,0.847,0.0,Sun Apr 01 07:30:08 +0000 2018,38,Apple is proposing 13 new emojis in an effort to better represent people with disabilities https://t.co/QZmStkDBM8 https://t.co/mFjc5XqS3f
238,CNN,0.0,0.0,1.0,0.0,Sun Apr 01 07:02:42 +0000 2018,39,A rare look inside North Korean leader Kim Jong Un's armored train https://t.co/dQQUkRRF4N https://t.co/ijlQ1oaHe9
239,CNN,0.2732,0.1,0.9,0.0,Sun Apr 01 06:30:00 +0000 2018,40,"Former President Barack Obama says he aspires to create ""a million young Barack Obamas or Michelle Obamas"" who will… https://t.co/cYYt0bF64H"
240,CNN,0.3818,0.217,0.669,0.114,Sun Apr 01 14:00:11 +0000 2018,41,"""We're just scared of the water..."" Welcome to Martin County, Kentucky, where the tap water smells like diesel fuel… https://t.co/Rk85an10QM"
241,CNN,-0.3612,0.0,0.884,0.116,Sun Apr 01 13:46:28 +0000 2018,42,"The way that some ""political employees have behaved"" has led to a ""difficult environment,"" at the VA, says former S… https://t.co/HMOt6vMyCH"
242,CNN,0.7964,0.336,0.664,0.0,Sun Apr 01 13:35:48 +0000 2018,43,"""The President is committed to improving the care for veterans,"" says former Secretary of Veteran Affairs, David Sh… https://t.co/S2OgBIhJQ2"
243,CNN,-0.1779,0.0,0.922,0.078,Sun Apr 01 13:30:10 +0000 2018,44,"It took Baton Rouge police Officer Salamoni Blane less than 90 seconds to shoot Alton Sterling, but police took nea… https://t.co/5ggcasemxU"
244,CNN,0.0,0.0,1.0,0.0,Sun Apr 01 13:16:29 +0000 2018,45,"""Right now in this country there are millions of people who are working 2 or 3 jobs because wages are much too low,… https://t.co/CkfNE6w5iT"
245,CNN,-0.8979,0.0,0.558,0.442,Sun Apr 01 13:09:17 +0000 2018,46,"""Israel overreacted ... Gaza is a disaster right now,"" says Sen. Bernie Sanders after violent clashes leave at leas… https://t.co/wN0qW5yOxl"
246,CNN,0.7717,0.295,0.705,0.0,Sun Apr 01 13:00:01 +0000 2018,47,"Here's how Michael Brown celebrated his acceptance to Stanford. The 17-year-old from Houston, Texas, applied to 20… https://t.co/Jrgj3NDOkx"
247,CNN,-0.4019,0.0,0.863,0.137,Sun Apr 01 12:30:14 +0000 2018,48,The Utah Jazz's home arena has a sensory-inclusive space for fans with autism spectrum disorder and other intellect… https://t.co/bcHNMnefJk
248,CNN,0.2023,0.096,0.904,0.0,Sun Apr 01 12:00:05 +0000 2018,49,Jim Carrey has been trolling Trump and the GOP with paintings. Here are the top 11 https://t.co/7xLNoIOiII https://t.co/UMKJ3muspz
249,CNN,-0.5859,0.0,0.787,0.213,Sun Apr 01 11:30:08 +0000 2018,50,President Donald Trump has issued a proclamation designating April as National Sexual Assault Awareness month… https://t.co/EeVc2fo5vE
250,CNN,-0.4019,0.0,0.886,0.114,Sun Apr 01 11:00:18 +0000 2018,51,"If you stand inside the world's quietest room for long enough, you start to hear your heartbeat. Then you lose your… https://t.co/kOnAF6dzMV"
251,CNN,0.6369,0.318,0.682,0.0,Sun Apr 01 10:30:12 +0000 2018,52,The best travel photos of 2018 (so far) https://t.co/kZ3Ir31tE3 https://t.co/jA2OFtfjGd
252,CNN,0.6808,0.219,0.781,0.0,Sun Apr 01 10:00:20 +0000 2018,53,This 17-year-old applied to 20 of the best universities in the US and was admitted to every single one with a full… https://t.co/GcYR1wmcd9
253,CNN,0.0,0.0,1.0,0.0,Sun Apr 01 09:30:00 +0000 2018,54,He’s an algebra teacher in Oklahoma. And a bus driver. And a Little League umpire. And he drives for Uber and Lyft.… https://t.co/qNMHqig7Cr
254,CNN,0.3818,0.217,0.669,0.114,Sun Apr 01 09:00:15 +0000 2018,55,"""We're just scared of the water..."" Welcome to Martin County, Kentucky, where the tap water smells like diesel fuel… https://t.co/vEdnJ6rhjK"
255,CNN,0.2263,0.087,0.913,0.0,Sun Apr 01 08:30:13 +0000 2018,56,"Is this one of JFK's most famous speeches? On June 11, 1963, President Kennedy surprised his staff by deciding the… https://t.co/Ral282RPPS"
256,CNN,-0.2023,0.0,0.913,0.087,Sun Apr 01 08:01:07 +0000 2018,57,"Here are some of iOS 11.3's features you should know about:
- You can turn off the controversial iPhone-slowing fea… https://t.co/ZbvCRnZyAf"
257,CNN,0.4404,0.153,0.847,0.0,Sun Apr 01 07:30:08 +0000 2018,58,Apple is proposing 13 new emojis in an effort to better represent people with disabilities https://t.co/QZmStkDBM8 https://t.co/mFjc5XqS3f
